Species,Family,n_studies,mean_CT_max,min_CT_max,max_CT_max,wt_mean_CT_max,CT_max,aphiaID,valid_AphiaID,DemersPelag,DepthRangeShallow,DepthRangeDeep,class,order,records,n_obis_rec,iap_t_NA,iap_sst_NA,iap_sbt_NA,bo_sst_NA,bo_sbt_NA,iap_t_mean,iap_sst_mean,iap_sbt_mean,bo_sst_mean,bo_sbt_mean,iap_t_min,iap_sst_min,iap_sbt_min,bo_sst_min,bo_sbt_min,iap_t_max,iap_sst_max,iap_sbt_max,bo_sst_max,bo_sbt_max,iap_t_median,iap_sst_median,iap_sbt_median,bo_sst_median,bo_sbt_median,iap_t_sd,iap_sst_sd,iap_sbt_sd,bo_sst_sd,bo_sbt_sd,iap_t_mad,iap_sst_mad,iap_sbt_mad,bo_sst_mad,bo_sbt_mad,iap_t_q5,iap_sst_q5,iap_sbt_q5,bo_sst_q5,bo_sbt_q5,iap_t_q95,iap_sst_q95,iap_sbt_q95,bo_sst_q95,bo_sbt_q95,bo_t_opt,bo_t_opt_sd,bo_t_opt95,habitat
Abudefduf saxatilis,Pomacentridae,5,39.28,34.3,41.6,40.23273542600897,40.23273542600897,159288,159288,reef-associated,0,20,Actinopterygii,Perciformes,17976,17855,469,421,421,30,30,28.66781671705721,28.77297084528713,18.224528739700435,26.791158559459458,26.185796670428832,5.155983924865723,16.843603134155273,1.6274340152740479,11.755000114440918,0.4333820044994354,31.59161376953125,31.59161376953125,31.527761459350586,31.066999435424805,29.33329963684082,29.11959457397461,29.247114181518555,18.637407302856445,26.808000564575195,26.731000900268555,1.4385494024395225,1.4126041478811933,7.831772234869817,0.5712598649306034,2.4418552618238625,1.1703165161132811,1.05264464263916,8.545064390945434,0.11119330329895019,0.35048470802307125,25.904276371002197,25.986299514770508,4.166341304779053,26.326000213623047,24.987099456787114,30.17659568786621,30.360517501831055,27.860397338867188,27.288999557495117,27.037200927734375,26.791158559459458,0.5712598649306034,27.288999557495117,reef-associated
Abudefduf sordidus,Pomacentridae,1,40.6,40.6,40.6,40.6,40.6,212888,212888,reef-associated,0,3,Actinopterygii,Perciformes,724,724,434,433,433,58,58,26.179343282765355,26.204489140985757,5.831350152844825,26.22854200139776,19.668481775411255,16.690776824951172,16.690776824951172,1.9431841373443604,17.7189998626709,0.7292029857635498,30.0947322845459,30.0947322845459,29.24214744567871,30.42799949645996,29.74329948425293,26.4788818359375,26.4788818359375,2.547731399536133,26.79199981689453,23.765100479125977,2.4914016308262803,2.4939831351909563,7.222896698532935,2.432906666204845,8.851457830754066,2.034507159233093,2.061025182723999,0.6617049259185791,2.5871382442474364,4.856106865882873,20.663712978363037,20.71282386779785,2.0904884338378906,22.422000885009766,1.8562400341033936,29.074554824829104,29.09722328186035,25.67267417907715,29.649999618530273,28.79050064086914,26.22854200139776,2.432906666204845,29.649999618530273,reef-associated
Abudefduf troschelii,Pomacentridae,1,38.67,38.67,38.67,38.67,38.67,273702,273702,reef-associated,1,12,Actinopterygii,Perciformes,699,699,626,626,626,75,75,27.301687919930234,27.272715085173306,11.959325277642028,26.076370294277485,18.237497248328648,18.4830265045166,18.808910369873047,2.048452377319336,19.503999710083008,1.4064699411392212,29.844045639038086,29.929845809936523,28.688446044921875,30.141000747680664,28.721399307250977,27.97620964050293,28.00843048095703,13.708834648132324,25.663000106811523,18.170499801635742,2.2009976566017753,2.203400841800548,6.875153383096937,2.3195840048871155,7.3181958053337475,1.168461456298828,1.6105453983306883,4.079156348991394,3.09715244064331,8.409455559539795,23.917320251464844,23.917320251464844,2.2620404243469237,22.847000122070312,4.453620386123658,29.47822799682617,29.810251235961914,26.594607925415026,29.348950386047363,28.107899951934815,26.076370294277485,2.3195840048871155,29.348950386047363,reef-associated
Acanthemblemaria hancocki,Chaenopsidae,2,36.150000000000006,35.7,36.6,36.42,36.42,279452,279452,reef-associated,1,5,Actinopterygii,Perciformes,119,119,87,86,86,9,9,27.695150911808014,27.885994882294625,9.073232094446817,28.37570897882635,22.986842758005317,22.589025497436523,22.589025497436523,2.0819809436798096,24.14699935913086,1.8935999870300293,29.560611724853516,29.929845809936523,27.675954818725586,30.416000366210938,28.71739959716797,27.93943691253662,28.302093505859375,11.692626953125,28.699999809265137,23.37700080871582,1.4106575220229143,1.3756108947120589,6.364727198932893,1.2035229191646064,5.003504983756392,1.4554796476364136,1.2110090629577637,3.9724013328552243,0.6864442411422729,6.489263633537292,25.89094982147217,26.18302764892578,2.148399496078491,24.841999053955078,14.903595113754275,29.169979095458984,29.118907928466797,14.315231704711914,29.4576003074646,28.417200088500977,28.37570897882635,1.2035229191646064,29.4576003074646,reef-associated
Acanthoclinus littoreus,Plesiopidae,5,32.856,32.34,33.4,NA,32.856,279471,279471,demersal,NA,NA,Actinopterygii,Perciformes,51,41,31,31,31,6,6,13.891496086120606,13.891496086120606,13.934103965759277,13.508371571132114,8.61154580286571,10.880845069885254,10.880845069885254,10.951476097106934,7.889999866485596,0.7076629996299744,16.661218643188477,16.661218643188477,16.81909942626953,22.09600067138672,18.042999267578125,12.850971221923828,12.850971221923828,13.051014423370361,12.107999801635742,7.162469863891602,2.472133041253683,2.472133041253683,2.5814692479382346,3.829645543593934,6.098813789144705,2.258305562496185,2.258305562496185,2.8739316226959226,4.07715,7.979842193484306,11.283072996139527,11.283072996139527,11.09646430015564,8.917599821090699,1.7801400423049927,16.661218643188477,16.661218643188477,16.81909942626953,22.09600067138672,17.89151916503906,8.61154580286571,6.098813789144705,17.89151916503906,demersal
Acanthopagrus latus,Sparidae,6,37.233333333333334,35.9,38.6,NA,37.233333333333334,218587,218587,demersal,NA,NA,Actinopterygii,Perciformes,81,81,61,61,61,14,14,25.465599250793456,25.482921504974364,14.861384689807892,25.86562686180001,23.405691054329942,17.985010147094727,17.985010147094727,2.3594820499420166,19.055999755859375,1.7496600151062012,28.930927276611328,28.930927276611328,27.058277130126953,28.642000198364258,28.078100204467773,26.063239097595215,26.063239097595215,21.208820343017578,25.5049991607666,24.567800521850586,3.0783391314556945,3.0643792623376283,10.520956591665385,1.6679731169314282,5.383980094815982,2.4038096958160398,2.4038096958160398,8.344473323249817,1.7657765773773193,1.861255601119995,20.21366548538208,20.21366548538208,2.3594820499420166,22.8423002243042,9.059980392456055,28.909660053253177,28.909660053253177,26.638022518157957,28.34229984283447,27.943099975585938,23.405691054329942,5.383980094815982,27.943099975585938,demersal
Achirus mazatlanus,Achiridae,3,42.43333333333333,42.2,42.8,42.30651955867604,42.30651955867604,279494,279494,demersal,10,60,Actinopterygii,Pleuronectiformes,343,343,280,280,280,92,92,24.973934748816113,26.575146357218426,8.407520343386938,26.40505968527015,21.515142569503936,11.239640235900879,17.030223846435547,2.141700506210327,18.066999435424805,1.1053099632263184,29.258771896362305,29.345746994018555,26.905288696289062,31.052000045776367,29.14590072631836,26.52716636657715,27.263641357421875,10.605818748474121,26.33799934387207,23.37700080871582,4.145600312820738,2.469323407379766,5.3065318615959,2.7644157384765036,7.259329091399041,2.169158768463135,1.1998787040710448,6.612424334907532,3.771735327529907,5.540325600814819,15.548059177398681,20.773247337341306,2.217293405532837,21.957999229431152,2.7849799394607544,28.737693214416502,29.067868041992188,15.065837860107422,30.106999397277832,28.428500175476074,21.515142569503936,7.259329091399041,28.428500175476074,demersal
Albula vulpes,Albulidae,2,37.15,36.4,37.9,37.15,37.15,212256,212256,reef-associated,0,84,Actinopterygii,Albuliformes,974,954,871,863,863,35,35,25.95336599235075,27.333215336223226,11.024871714822538,27.214720409505386,22.98307118413238,16.906837463378906,22.07423210144043,1.967821717262268,11.437999725341797,1.1798800230026245,29.844045639038086,30.619617462158203,28.06287956237793,30.077999114990234,29.328399658203125,27.19784164428711,27.538066864013672,6.315213680267334,27.604000091552734,25.441099166870117,3.0634589645190142,1.872684726672571,8.706965602536165,1.5567808174994653,6.628422429730729,2.0478361598968506,1.5434182491302488,4.1422273222446435,0.9147650596618652,3.6219929763793943,19.36586208343506,23.608028411865234,2.5971308946609497,24.325000762939453,5.088769912719727,29.15520439147949,29.939144134521484,26.415287971496582,28.743000030517578,28.635099411010742,27.214720409505386,1.5567808174994653,28.743000030517578,reef-associated
Ambassis kopsii,Ambassidae,3,37.233333333333334,34.5,39,NA,37.233333333333334,277735,277735,demersal,NA,NA,Actinopterygii,Perciformes,24,25,18,18,18,8,8,29.14145306178502,29.14145306178502,21.870189802987234,29.114176806281595,19.002936601638794,28.69161605834961,28.69161605834961,2.452847480773926,26.479000091552734,2.1450600624084473,29.40236473083496,29.40236473083496,28.149627685546875,31.134000778198242,29.25670051574707,29.2935791015625,29.2935791015625,27.094135284423828,29.3700008392334,27.52869987487793,0.3206958933471039,0.3206958933471039,9.650428071387921,1.1525042939131493,11.24924257066234,0.1612855739593506,0.1612855739593506,1.5648730339050292,0.5782130950927734,2.561933750152588,28.69161605834961,28.69161605834961,6.367033863067627,26.479000091552734,2.148836040496826,29.40236473083496,29.40236473083496,28.149627685546875,30.157999801635743,28.823100662231447,19.002936601638794,11.24924257066234,28.823100662231447,demersal
Amblygobius phalaena,Gobiidae,1,41.6,41.6,41.6,41.6,41.6,278655,278655,reef-associated,NA,52,Actinopterygii,Perciformes,760,783,327,326,326,20,20,26.745001035824156,26.754702328070508,12.975707589927858,27.115010292783165,21.078319712672602,19.367637634277344,19.367637634277344,2.088500738143921,20.246999740600586,0.876230001449585,31.59161376953125,31.59161376953125,31.274761199951172,30.944000244140625,29.606000900268555,27.013059616088867,27.018545150756836,5.292841911315918,27.091999053955078,24.870500564575195,2.53612772907238,2.5367947984961488,11.256263485710932,2.0516858515956575,9.002674200600454,2.7032661197662353,2.6951332660675047,4.727748957109451,2.2491016662597656,3.1751356487274167,22.301013946533203,22.301013946533203,2.159615087509155,22.954200744628906,1.6780400276184082,31.59161376953125,31.59161376953125,31.274761199951172,29.925699996948243,29.08021945953369,27.115010292783165,2.0516858515956575,29.925699996948243,reef-associated
Apogon dovii,Apogonidae,3,36.9,36.43,37.23,36.931213307240704,36.931213307240704,273009,273009,reef-associated,NA,NA,Actinopterygii,Perciformes,303,297,217,216,216,26,26,26.56823819875717,26.85752308221511,8.690856394944367,27.522147604460205,20.782117316203802,15.228594779968262,17.907411575317383,2.0819809436798096,19.503999710083008,1.4405299425125122,29.844045639038086,29.929845809936523,27.876781463623047,30.416000366210938,28.721399307250977,27.448267936706543,27.45595932006836,5.085684299468994,28.270000457763672,22.871299743652344,2.675597319716909,2.373768578112322,6.330546994508476,2.2291649383376004,6.815000298575389,1.4579214832305907,1.5070070446014403,4.227099843549728,1.0704373809814454,7.345985964202881,22.0826774597168,22.17314910888672,2.243396282196045,22.847000122070312,8.363245010375977,29.169979095458984,29.118907928466797,17.5335693359375,29.558500289916992,28.3518009185791,27.522147604460205,2.2291649383376004,29.558500289916992,reef-associated
Apogon maculatus,Apogonidae,1,37.61,37.61,37.61,37.61,37.61,159589,159589,reef-associated,0,128,Actinopterygii,Perciformes,581,557,140,124,124,3,3,28.18938720940972,28.351094107154335,12.930481542891222,27.277005560561637,21.859819605892746,12.133882522583008,12.133882522583008,1.6274340152740479,9.611000061035156,1.2573299407958984,30.225719451904297,30.725648880004883,30.11007308959961,29.67799949645996,28.325199127197266,28.485530853271484,28.705102920532227,8.016539573669434,27.81100082397461,25.704700469970703,1.6314694581444702,1.5953943081935626,9.826826817834752,2.048846182611412,6.853639573739869,1.1606085582733154,1.1185869289398194,6.565730415058136,1.2616923511505127,3.2209465770721435,26.450801849365234,26.67243766784668,3.588015079498291,26.31999969482422,8.46500015258789,29.996430587768558,30.06577491760254,28.182825088500973,28.85300064086914,28.015499114990234,27.277005560561637,2.048846182611412,28.85300064086914,reef-associated
Apogon pacificus,Apogonidae,2,37.585,34.65,40.52,37.0101030927835,37.0101030927835,273065,273065,reef-associated,0,30,Actinopterygii,Perciformes,152,151,113,111,111,17,17,24.888619598589447,25.79009552001953,9.661903470754623,26.78891046723323,17.726259298289,14.949152946472168,16.16943359375,2.1547420024871826,17.634000778198242,1.4553600549697876,29.560611724853516,29.929845809936523,27.675954818725586,30.141000747680664,28.71739959716797,26.89287567138672,27.73780059814453,11.80854082107544,27.845499992370605,18.072800636291504,4.2263650118957905,4.0061141192028815,6.07865064507403,2.7193250725315288,7.483955399126729,1.8361387699127196,1.164229601097107,8.329979961490631,1.7057317411422728,8.363940139961242,15.933818817138672,16.16943359375,2.1887261629104615,21.25869932174683,3.0728495001792906,29.026389884948728,29.196585845947265,17.33115472793579,29.360000610351562,28.368200302124023,26.78891046723323,2.7193250725315288,29.360000610351562,reef-associated
Bathygobius ramosus,Gobiidae,2,37.915000000000006,35.13,40.7,38.31285714285715,38.31285714285715,277636,277636,reef-associated,NA,NA,Actinopterygii,Perciformes,289,283,245,245,245,37,37,27.304010993555973,27.304010993555973,9.361925169041282,27.443182929744566,21.21397285296665,23.917320251464844,23.917320251464844,2.048452377319336,21.954999923706055,1.519219994544983,29.844045639038086,29.844045639038086,25.348329544067383,30.038000106811523,28.98819923400879,27.651248931884766,27.651248931884766,11.22007942199707,28.041000366210938,23.923500061035156,1.6601687957019347,1.6601687957019347,6.421593589639003,1.9633504755074895,7.806409148706489,1.6294650289535522,1.6294650289535522,9.131837342834473,1.2587259521484375,5.912610089492797,23.917320251464844,23.917320251464844,2.048452377319336,23.615750312805176,3.4098974466323853,29.159311294555664,29.159311294555664,17.379419326782227,29.687000274658203,28.410325050354004,27.443182929744566,1.9633504755074895,29.687000274658203,reef-associated
Bathygobius soporator,Gobiidae,2,40.885000000000005,40.85,40.92,40.863125000000004,40.863125000000004,277638,277638,demersal,0,16,Actinopterygii,Perciformes,351,339,200,200,200,33,33,26.511055418055694,26.511055418055694,16.117481142496892,27.099297442467385,22.22686082397411,19.888566970825195,19.888566970825195,2.171592950820923,19.084999084472656,1.2573299407958984,30.58014488220215,30.58014488220215,29.288982391357422,30.95599937438965,28.417999267578125,27.405202865600586,27.405202865600586,17.54126739501953,27.81399917602539,25.647700309753418,2.366763490179988,2.366763490179988,9.867018574909569,1.9667447528208912,8.030301579758934,1.944082890701294,1.944082890701294,13.656407409667969,1.3973506696701048,3.3666889554977417,22.79124698638916,22.79124698638916,3.628515887260437,23.49275016784668,2.2474399507045746,29.297384071350095,29.297384071350095,28.589108657836913,29.165000915527344,28.268800735473633,22.22686082397411,8.030301579758934,28.268800735473633,demersal
Bothus pantherinus,Bothidae,1,38.5,38.5,38.5,38.5,38.5,219795,219795,reef-associated,3,150,Actinopterygii,Pleuronectiformes,644,609,365,361,361,47,47,25.743752936847873,26.249087487497636,7.142383890767252,26.98601955875383,19.87048767692678,9.27969741821289,18.398639678955078,2.017737627029419,19.916000366210938,0.6454949975013733,30.108463287353516,30.108463287353516,27.899126052856445,30.944000244140625,29.606000900268555,26.700054168701172,26.763769149780273,2.4037883281707764,27.604999542236328,24.004600524902344,3.353792147470252,2.623059164480083,8.354219894594642,2.229734318821559,9.14463066364434,3.2037830320358274,2.8187676298141477,0.3332483462333679,2.339542901802063,4.791019999694824,20.021766948699952,20.95282373428345,2.105598974227905,22.753150272369382,1.6524399518966675,29.342619609832763,29.354305744171143,25.779221248626705,29.926950073242185,28.788485622406004,26.98601955875383,2.229734318821559,29.926950073242185,reef-associated
Bovichtus variegatus,Bovichtidae,2,27.625,26.8,28.45,27.73923076923077,27.73923076923077,279377,279377,benthopelagic,NA,NA,Actinopterygii,Perciformes,15,66,18,18,18,24,24,13.992076496283213,13.992076496283213,12.94631776213646,14.648214374269758,13.576680081231254,7.060083389282227,7.060083389282227,2.3395681381225586,7.255000114440918,0.6269530057907104,17.710102081298828,17.710102081298828,17.675277709960938,18.226999282836914,19.01849937438965,13.987985134124756,13.987985134124756,13.946025371551514,15.09850025177002,14.98615026473999,2.333321806997983,2.333321806997983,4.000156172908074,2.845307296464906,4.802817968268759,2.227245328903198,2.227245328903198,2.192239558410644,1.3306335565567016,1.043601933002472,9.788314485549927,9.788314485549927,2.509827697277069,8.048699879646302,0.8220527619123466,17.710102081298828,17.710102081298828,17.675277709960938,18.1299991607666,18.857500076293945,13.576680081231254,4.802817968268759,18.857500076293945,benthopelagic
Chaenocephalus aceratus,Channichthyidae,2,13.9,13.9,13.9,13.899999999999999,13.899999999999999,234725,234725,demersal,5,770,Actinopterygii,Perciformes,149,156,86,82,82,1,1,0.8425553461536766,0.8349692266736481,0.8095199683857327,0.21289031774766984,0.19549134738983648,-1.2389459609985352,-1.9423898458480835,-0.7979944944381714,-1.281000018119812,-1.3008500337600708,13.295575141906738,22.356903076171875,2.8231804370880127,19.275999069213867,1.6922999620437622,0.11904284358024597,-0.01688273437321186,0.8693976402282715,-0.25099998712539673,0.6664559841156006,2.0082504683983258,2.93276787439681,0.790564447069679,1.7596303842173926,0.9808161291114131,1.3162706728756428,1.3372293935179709,0.6271241481095552,0.18235983817577361,1.0558987738609313,-0.7979944944381714,-1.110128903388977,-0.757057574391365,-0.7186000049114227,-1.2711069703102111,3.4364973187446592,3.4202400803565975,2.53008633852005,1.6959999799728394,1.4821530222892756,0.19549134738983648,0.9808161291114131,1.4821530222892756,demersal
Chanos chanos,Chanidae,2,42.64,41.82,43.46,42.63999999999999,42.63999999999999,217625,217625,benthopelagic,1,30,Actinopterygii,Gonorhynchiformes,740,755,307,307,307,123,123,26.09964145720005,26.121689985905373,5.538580475641148,26.773523861848854,13.105878292948384,13.159158706665039,13.159158706665039,2.0353729724884033,17.018999099731445,0.7292029857635498,29.97291374206543,29.88249397277832,28.604169845581055,30.944000244140625,29.841899871826172,26.941991806030273,26.974112510681152,2.2039120197296143,27.274999618530273,7.252920150756836,3.153559904717829,3.1705078692579427,7.317904697675152,2.4038265895408557,10.946304913319567,1.9932334922790527,1.9456113355636595,0.08167211894989013,1.7494684524536133,9.007788524508475,19.550752639770508,19.550752639770508,2.1268398761749268,21.97910041809082,1.1772500276565552,29.4493293762207,29.480104446411133,25.043513584136964,29.618999481201172,28.53770475387573,13.105878292948384,10.946304913319567,28.53770475387573,benthopelagic
Chelmon rostratus,Chaetodontidae,2,37.8,37.2,38.4,NA,37.8,218758,218758,reef-associated,1,25,Actinopterygii,Perciformes,2359,1537,739,696,696,14,14,26.411886752996228,26.485896817002086,25.403702911667253,26.218663223777565,25.418956417592824,21.614656448364258,21.614656448364258,2.289340019226074,22.590999603271484,0.8072860240936279,31.59161376953125,31.59161376953125,31.527761459350586,30.854999542236328,29.84869956970215,26.81472110748291,26.865684509277344,26.019168853759766,25.98900032043457,25.456899642944336,1.9964013063474952,2.0324414962128436,3.5844517087667476,1.2230654340205662,2.8361948332638454,2.096679941368103,2.181194034576416,3.0858778621673584,1.0645074108123778,0.6349988513946533,22.775728225708008,22.775728225708008,22.234634399414062,24.834999084472656,24.111900329589844,29.079450607299805,29.26738739013672,28.879009246826172,29.020000457763672,27.9802698135376,26.218663223777565,1.2230654340205662,29.020000457763672,reef-associated
Chelon subviridis,Mugilidae,9,39.78888888888889,36,44.5,NA,39.78888888888889,303798,1043426,demersal,NA,NA,Actinopterygii,Perciformes,384,454,330,329,329,141,141,26.600699317070745,26.606771743774413,21.60438600921631,26.917380159274458,25.710231696454862,17.139638900756836,17.139638900756836,2.2624547481536865,21.268999099731445,1.7069799900054932,31.216339111328125,31.216339111328125,29.770174026489258,31.381000518798828,29.70599937438965,26.93535804748535,27.100494384765625,25.096261978149414,26.886999130249023,26.262699127197266,2.7142725046685054,2.705336167682305,8.64358777203331,2.1219607558688853,3.7391110236928604,3.2132223455429076,3.066945506286621,3.637495168304443,2.4626003871917725,2.5275359642028805,22.45141067504883,22.455550384521484,2.471928119659424,23.292999267578125,22.195800018310546,29.683438205718993,29.698144149780273,28.904619216918945,29.868000030517578,28.79314079284668,25.710231696454862,3.7391110236928604,28.79314079284668,demersal
Chionodraco rastrospinosus,Channichthyidae,2,13.3,13.3,13.3,13.3,13.3,234678,234678,benthopelagic,0,1000,Actinopterygii,Perciformes,43,43,23,10,10,0,0,0.36342923939228056,0.14574259971127365,-0.056860271163962105,-0.6804651247207508,-0.4005820952182592,-1.7421679496765137,-1.6240873336791992,-1.7765506505966187,-1.4450000524520874,-1.4560999870300293,2.2088124752044678,2.2088124752044678,1.1917293071746826,-0.16200000047683716,0.9966909885406494,0.5656595230102539,0.5656595230102539,0.15046969056129456,-0.628000020980835,-0.6174960136413574,0.9040267806669735,0.9700683586316017,0.7742438070043259,0.3800733856775636,0.8012919650244541,0.18741326783895493,0.7222759162187576,0.7397147775113582,0.3217242113113403,0.8353769477605819,-1.7421679496765137,-1.504259967803955,-1.4954117298126222,-1.378000020980835,-1.4003649950027466,1.7520196020603183,1.322887921333312,1.030788767337799,-0.16200000047683716,0.8943723261356354,-0.4005820952182592,0.8012919650244541,0.8943723261356354,benthopelagic
Chromis atrilobata,Pomacentridae,1,39.47,39.47,39.47,39.47,39.47,273712,273712,reef-associated,6,80,Actinopterygii,Perciformes,440,433,329,328,328,35,35,27.19339500940763,27.215872737339566,7.585667530695598,26.54438202824425,17.00091166741884,16.30185317993164,16.542133331298828,2.1547420024871826,16.88599967956543,1.4553600549697876,29.560611724853516,29.929845809936523,27.675954818725586,30.416000366210938,28.746999740600586,27.798959732055664,27.798959732055664,5.035684585571289,27.54800033569336,15.103899955749512,1.9791431928592886,1.9285007305918895,5.067037210625412,2.3382415292925196,7.078962339535733,0.8154288688659668,0.8154288688659668,0.13343422622680665,1.9911309968948363,6.658800830268859,23.954925537109375,23.917320251464844,2.243396282196045,22.72800064086914,4.407540392875672,28.702004051208494,28.695729446411136,17.379419326782227,29.166899776458738,28.067025184631344,26.54438202824425,2.3382415292925196,29.166899776458738,reef-associated
Chromis punctipinnis,Pomacentridae,1,27.7,27.7,27.7,NaN,27.7,273751,273751,reef-associated,2,46,Actinopterygii,Perciformes,165,39,17,17,17,1,1,15.853060635653408,15.942342541434549,5.643444234674627,16.848736712807103,13.52123664241088,13.423042297363281,13.44762134552002,2.8612194061279297,13.954000473022461,1.5959299802780151,17.016216278076172,17.568805694580078,7.569830417633057,27.628999710083008,17.158199310302734,16.73918342590332,16.65982151031494,5.247635841369629,15.607999801635742,15.513199806213379,1.4232190339272595,1.4396597829553486,1.1645569223465873,2.713179616545035,4.258817443929535,0.2583736358642578,0.5567257902145385,0.24816903948783872,0.26242026786804196,0.09036488399505614,13.456591272354126,13.460617256164552,5.020938062667847,15.607999801635742,3.6811794996261598,16.913454055786133,17.035327911376953,7.564297461509704,19.52525072097777,17.158199310302734,16.848736712807103,2.713179616545035,19.52525072097777,reef-associated
Cirrhitichthys oxycephalus,Cirrhitidae,2,36.675,35.78,37.57,36.652051282051275,36.652051282051275,218853,218853,reef-associated,1,40,Actinopterygii,Perciformes,1264,1202,497,497,497,34,34,27.41139242293987,27.44794241181502,4.107016285091428,27.236591445256586,13.292947732626576,19.17282485961914,19.48516845703125,2.048452377319336,20.308000564575195,1.1080700159072876,30.0947322845459,30.0947322845459,29.340404510498047,31.155000686645508,29.606000900268555,27.440576553344727,27.448274612426758,2.2309179306030273,27.701000213623047,12.426249980926514,1.324680296870617,1.3358010124329056,4.810190934102338,1.9027698166962501,9.823564915812524,1.3041155330657959,1.3101982063293456,0.04300394854545593,1.1816306842803954,13.197141541671753,25.19304084777832,25.35517120361328,2.187917947769165,23.43604974746704,2.369849920272827,29.162741088867186,29.216943359374994,14.277402877807617,29.67664985656738,28.06170082092285,27.236591445256586,1.9027698166962501,29.67664985656738,reef-associated
Clinocottus analis,Cottidae,8,27.70125,26.64,29.52,NA,27.70125,280219,280219,demersal,0,18,Actinopterygii,Scorpaeniformes,36,34,27,27,27,1,1,13.927621841430664,13.927621841430664,2.919285774230957,14.243606104995266,11.965561819799019,13.927621841430664,13.927621841430664,2.919285774230957,11.965999603271484,1.1338499784469604,13.927621841430664,13.927621841430664,2.919285774230957,18.155000686645508,17.158199310302734,13.927621841430664,13.927621841430664,2.919285774230957,13.050000190734863,12.468799591064453,0,0,0,2.0752761747883213,2.8342900073466897,0,0,0,0.42105757427215573,1.759549684524536,13.927621841430664,13.927621841430664,2.919285774230957,12.534000396728516,8.561103820800781,13.927621841430664,13.927621841430664,2.919285774230957,18.155000686645508,15.953039741516111,11.965561819799019,2.8342900073466897,15.953039741516111,demersal
Clupea harengus,Clupeidae,1,20.1,20.1,20.1,NA,20.1,126417,126417,benthopelagic,0,364,Actinopterygii,Clupeiformes,855288,831758,562126,136302,136302,1527,1527,9.07178271664061,8.849581973165805,7.948184007131613,10.272171637480419,8.624224210188096,-3.4114015102386475,-4.129401683807373,-3.6746721267700195,-0.4690000116825104,-1.1922500133514404,27.560123443603516,27.560123443603516,27.560123443603516,27.558000564575195,24.156999588012695,8.970824241638184,8.462838172912598,7.9031877517700195,10.3100004196167,8.773329734802246,3.346311041146169,4.47381521893637,3.5659325710273615,1.18448602796764,1.9742166781853383,3.5248384603500362,5.83364845046997,3.315729953384399,0.6241753126144409,1.6599632303237914,4.042043685913086,2.1689047813415527,2.2589075565338135,7.869999885559082,4.872389793395996,14.952668190002441,15.818404197692871,14.254316329956055,11.939000129699707,11.658699989318848,8.624224210188096,1.9742166781853383,11.658699989318848,benthopelagic
Clupea pallasii pallasii,Clupeidae,8,27.25,25.7,29,27.908,27.908,293568,293568,pelagic-neritic,0,475,Actinopterygii,Clupeiformes,9375,9872,633,270,270,50,50,8.365983417932444,9.863408831020694,4.206593554528262,7.856209739738883,5.925920239638714,-1.7375925779342651,4.890912096016109e-4,-2.0711843967437744,-0.38600000739097595,-0.7349219918251038,15.168828964233398,15.940486907958984,14.563828468322754,26.974000930786133,12.560400009155273,8.231322288513184,9.522727012634277,3.6527092456817627,9.013999938964844,7.09763503074646,1.0523185968389224,1.8634897885131454,2.2887545249671115,2.9948850847874144,2.8828519125925127,0.9043869049072265,1.4301705236434936,2.505224345397949,3.534518139839172,4.2703551159381865,7.1359786033630375,7.346384477615357,1.933958649635315,3.938999891281128,1.9185099601745605,10.04332160949707,13.865556716918945,7.782343602180465,11.255000114440918,10.416399955749512,7.856209739738883,2.9948850847874144,11.255000114440918,pelagic
Congresox talabonoides,Muraenesocidae,1,39.7,39.7,39.7,NA,39.7,220036,220036,bathydemersal,800,875,Actinopterygii,Anguilliformes,15,16,14,14,14,7,7,23.889912605285645,26.46357536315918,13.921643733978271,28.182777616712784,23.68959601720174,21.158275604248047,26.305601119995117,2.328314781188965,26.565000534057617,2.1450600624084473,26.621549606323242,26.621549606323242,25.514972686767578,28.90399932861328,28.636499404907227,23.889912605285645,26.46357536315918,13.921643733978271,28.61199951171875,27.855300903320312,3.8631180943475387,0.2234093171882424,16.395443038087308,0.9361532783844763,8.558076997209126,4.049925017738342,0.23421261291503906,17.188269505405426,0.4255071727752685,1.1582048984527586,21.43143930435181,26.321398544311524,3.4876476764678968,26.565000534057617,9.029916286468504,26.34838590621948,26.605752182006835,24.355639791488645,28.90199966430664,28.324020004272462,23.68959601720174,8.558076997209126,28.324020004272462,demersal
Coryphoblennius galerita,Blenniidae,1,32,32,32,32,32,126762,126762,demersal,NA,NA,Actinopterygii,Perciformes,75,97,30,30,30,4,4,16.14719369518223,16.1394367360357,11.538866591097703,14.619440981136854,12.27563351456837,8.16954231262207,8.16954231262207,4.4556403160095215,10.739999771118164,2.05856990814209,29.07345962524414,29.459774017333984,15.975262641906738,28.215999603271484,18.139999389648438,15.558104515075684,15.558104515075684,11.505863189697266,12.897000312805176,12.211199760437012,4.017438046671844,4.002349455454022,1.639521218336266,3.2809083367869865,2.0625602944057855,2.795191968727112,2.795191968727112,1.2399915447235106,0.9592426637649536,1.2511671489715575,10.325992870330811,10.325992870330811,9.320835685729982,11.829000473022461,10.51990032196045,25.09367103576659,25.09367103576659,14.14526081085205,19.235000610351562,15.348679733276366,12.27563351456837,2.0625602944057855,15.348679733276366,demersal
