Species,Family,n_studies,mean_CT_max,min_CT_max,max_CT_max,wt_mean_CT_max,CT_max,aphiaID,valid_AphiaID,DemersPelag,DepthRangeShallow,DepthRangeDeep,class,order,records,n_obis_rec,iap_t_NA,iap_sst_NA,iap_sbt_NA,bo_sst_NA,bo_sbt_NA,iap_t_mean,iap_sst_mean,iap_sbt_mean,bo_sst_mean,bo_sbt_mean,iap_t_min,iap_sst_min,iap_sbt_min,bo_sst_min,bo_sbt_min,iap_t_max,iap_sst_max,iap_sbt_max,bo_sst_max,bo_sbt_max,iap_t_median,iap_sst_median,iap_sbt_median,bo_sst_median,bo_sbt_median,iap_t_sd,iap_sst_sd,iap_sbt_sd,bo_sst_sd,bo_sbt_sd,iap_t_mad,iap_sst_mad,iap_sbt_mad,bo_sst_mad,bo_sbt_mad,iap_t_q5,iap_sst_q5,iap_sbt_q5,bo_sst_q5,bo_sbt_q5,iap_t_q95,iap_sst_q95,iap_sbt_q95,bo_sst_q95,bo_sbt_q95,bo_t_opt,bo_t_opt_sd,bo_t_opt95,habitat
Mullus surmuletus,Mullidae,1,30.7,30.7,30.7,NA,30.7,126986,126986,demersal,5,409,Actinopterygii,Perciformes,8108,7542,3213,815,815,23,23,15.197254068115122,15.410730542267558,12.549798962902274,13.523686391620151,11.656504980489474,3.178502082824707,2.0248446464538574,2.2365071773529053,8.89900016784668,0.996703028678894,29.282127380371094,29.06424331665039,25.537761688232422,28.797000885009766,22.21269989013672,15.120952606201172,16.354806900024414,13.054439544677734,12.057000160217285,11.525799751281738,3.497945221767109,4.970487139662733,3.91955193214662,3.418713431895915,2.2436707335976536,2.5943760881423947,3.2413776855468748,3.835030760192871,1.9051407737731934,1.8185567052841185,8.135347366333008,6.37068305015564,5.650802373886108,10.199000358581543,8.014599800109863,22.342052459716797,23.721790313720703,18.27159309387207,19.624000549316406,15.38379955291748,11.656504980489474,2.2436707335976536,15.38379955291748,demersal
Nectamia savayensis,Apogonidae,1,39.4,39.4,39.4,39.4,39.4,398508,398508,reef-associated,3,25,Actinopterygii,Perciformes,457,452,118,118,118,13,13,27.778889907334378,27.79418393666159,8.294090918438163,27.999150226219367,19.792288472820793,22.175039291381836,22.175039291381836,2.1313507556915283,24.78499984741211,0.9575660228729248,30.0947322845459,30.0947322845459,28.988845825195312,30.854999542236328,29.606000900268555,28.055572509765625,28.094085693359375,2.636861562728882,28.165000915527344,24.73740005493164,1.5499763858364413,1.5540281113317254,9.169541142914658,1.3484907921584073,9.45980601626989,1.334263082885742,1.3281295085906981,0.6032800857067108,1.5078044940948485,4.928608315658569,24.983854293823242,24.983854293823242,2.1669821739196777,25.5906005859375,1.7264000177383423,29.601529598236084,29.69176664352416,27.222745704650865,29.945800209045405,28.89755935668945,27.999150226219367,1.3484907921584073,29.945800209045405,reef-associated
Notolabrus celidotus,Labridae,3,29.36,25.9,32.11,30.58441809156095,30.58441809156095,281786,281786,reef-associated,22,145,Actinopterygii,Perciformes,1627,934,302,241,241,23,23,14.919730468641353,15.064967458210294,11.656005730360617,16.509867163573347,15.877182561532072,10.078851699829102,9.393967628479004,2.3604860305786133,11.37600040435791,1.7792400121688843,21.189199447631836,24.319856643676758,24.293426513671875,27.202999114990234,25.451000213623047,15.051834106445312,15.148402214050293,11.117897987365723,17.52199935913086,17.04520034790039,1.784489764415628,1.9861301181373694,2.498587712463471,1.8927192136291067,2.3339994462678226,1.3607556558609009,1.2792503791809082,1.849504532432556,0.5189105655670165,1.116248309326172,11.954426765441895,11.724160194396973,9.677815437316895,12.847000122070312,11.186349868774414,18.679036521911605,19.266767501831055,15.732330322265625,17.95400047302246,18.042999267578125,16.509867163573347,1.8927192136291067,17.95400047302246,reef-associated
Notothenia angustata,Nototheniidae,2,25.71,24.88,26.54,25.844264705882356,25.844264705882356,279349,279349,demersal,0,100,Actinopterygii,Perciformes,22,14,7,6,6,1,1,8.654168912342616,9.176008313894272,6.580743074417114,10.321307879227858,8.472050251295933,2.462552785873413,2.462552785873413,1.3792054653167725,1.74399995803833,-0.06404630094766617,13.020490646362305,13.020490646362305,11.49351978302002,14.47599983215332,11.910200119018555,8.288881301879883,9.720848560333252,7.9390833377838135,11.369000434875488,9.3505401611328125,3.7108893098976687,3.7392496007800626,3.8741366271375783,3.472086651038011,3.704988034110739,4.24606931476593,4.306308918142318,4.262627349615097,2.1571828868865968,2.2889260677337644,3.689347052574158,3.893812763690949,1.7291441321372987,4.121199893951417,1.4148194164037706,12.739190006256102,12.953428363800048,11.01798620223999,13.51479969024658,11.846660232543945,8.472050251295933,3.704988034110739,11.846660232543945,demersal
Notothenia coriiceps,Nototheniidae,4,18.2925,17.1,21.58,NA,18.2925,234679,234679,demersal,0,550,Actinopterygii,Perciformes,711,693,558,555,555,7,7,1.4257233501515454,1.3812613023674467,1.0528987602413415,-0.437135587823808,-0.6751083870073536,-1.6856039762496948,-1.8694735765457153,-1.0569944381713867,-1.555999994277954,-1.695039987564087,8.557378768920898,8.731060981750488,3.7021968364715576,17.402000427246094,5.882030010223389,0.5892561674118042,0.47216227650642395,0.9166030287742615,-1.4500000476837158,-1.3022500276565552,2.7015940433021277,2.702015735796553,1.0793482584238665,2.1463896222662893,1.606743449710504,2.4184980014562605,2.3756630602419375,1.3860163200393318,0.06671693637371062,0.4248094044685364,-1.5071330070495605,-1.5051853656768799,-0.5949168801307678,-1.5379999876022339,-1.5887800455093384,6.87573766708374,6.87573766708374,2.3721539974212646,5.081249833106995,3.6133499145507812,-0.6751083870073536,1.606743449710504,3.6133499145507812,demersal
Notothenia rossii,Nototheniidae,1,16.16,16.16,16.16,NA,16.16,234840,234840,demersal,5,350,Actinopterygii,Perciformes,346,342,204,175,175,8,8,5.200737793605937,6.457481779381187,3.9132114089913888,5.653901171452271,3.533146546160925,-1.2389459609985352,-1.9423898458480835,-0.03321453183889389,-1.4220000505447388,-1.366819977760315,8.710275650024414,11.1149263381958,8.675115585327148,27.132999420166016,8.247879981994629,6.446498870849609,8.100028991699219,3.968825340270996,4.627999782562256,3.6133499145507812,2.6711824320565567,3.505004571529268,2.2104035199735055,5.176138703616461,2.268458629224958,1.1023198076248168,2.9131126916885375,2.9572732247829436,3.80509264690876,2.842930066680908,-0.6381082683801651,-0.5128977566957473,0.5117387264966966,-0.4129999876022339,-0.13461860008537754,7.677583694458008,10.624212265014648,7.319221019744873,9.699000358581543,7.026028561592102,3.533146546160925,2.268458629224958,7.026028561592102,demersal
Ocyurus chrysurus,Lutjanidae,1,32.8,32.8,32.8,NA,32.8,159803,159803,reef-associated,0,180,Actinopterygii,Perciformes,63657,63631,459,342,342,6,6,28.50212650936747,28.817928274277293,18.100839397003107,26.723641943281432,26.235971024576948,20.197782516479492,20.197782516479492,1.6274340152740479,11.22599983215332,1.8989299535751343,30.87548065185547,30.87548065185547,30.552898406982422,30.44300079345703,29.495100021362305,28.709531784057617,29.164875030517578,18.84273910522461,26.77199935913086,26.57430076599121,1.2939450498942275,1.2019407709288983,9.187300615545762,0.37624350847564314,1.7309818013102303,1.4263543601989745,1.0394867259979248,10.90985279045105,0.24166395835876464,0.432918928527832,25.99703025817871,26.65852165222168,3.9165308475494385,26.326000213623047,25.006099700927734,30.098594665527344,30.36771011352539,27.766860961914062,27.27199935913086,27.037200927734375,26.723641943281432,0.37624350847564314,27.27199935913086,reef-associated
Oligocottus maculosus,Cottidae,3,29.31,27.61,30.8,29.256671469740635,29.256671469740635,281872,281872,demersal,0,102,Actinopterygii,Scorpaeniformes,236,221,182,182,182,16,16,11.092536045954777,11.092536045954777,6.897168281750801,10.027131799372231,9.783771078761031,6.7574076652526855,6.7574076652526855,2.092845916748047,5.340000152587891,1.0109599828720093,15.01115608215332,15.01115608215332,8.3294525146484375,24.774999618530273,16.890199661254883,13.24714183807373,13.24714183807373,7.440206527709961,9.583000183105469,10.136699676513672,3.2165597949427895,3.2165597949427895,1.7418792866231225,1.918158889099789,1.7985343392208042,1.889092809677124,1.889092809677124,0.10881721487045287,1.135671294593811,1.6188507499694824,6.7574076652526855,6.7574076652526855,2.1348557472229004,7.304200172424317,6.8303200721740724,14.521317481994629,14.521317481994629,8.17106819152832,12.484000205993652,11.736240196228026,9.783771078761031,1.7985343392208042,11.736240196228026,demersal
Oncorhynchus keta,Salmonidae,8,28.675,27.1,29.9,28.68421052631579,28.68421052631579,127183,127183,benthopelagic,0,250,Actinopterygii,Salmoniformes,7725,7725,7674,7671,7671,87,87,9.487594987831864,10.197622537612915,5.7399878082452,5.5135742411988975,3.6156739195353715,4.788275718688965,4.871142387390137,1.7024061679840088,0.1459999978542328,-0.4851590096950531,15.52973461151123,15.52973461151123,13.782292366027832,11.368000030517578,11.162699699401855,9.362259864807129,9.982120513916016,6.0283379554748535,5.677000045776367,3.663450002670288,2.3739768254346565,2.0198976701425195,2.744203345243765,0.9234313147093995,1.1838145386134777,2.2752294485092164,1.9851204334259032,3.3378690742492676,0.5322537054061889,0.8904347200870514,5.874086141586304,7.493730759620666,1.7024061679840088,4.064000129699707,1.7324399948120117,13.696041584014893,13.655204343795775,8.622758865356445,7.066999912261963,5.450920104980469,3.6156739195353715,1.1838145386134777,5.450920104980469,benthopelagic
Ostorhinchus aureus,Apogonidae,5,36.54,32,39.3,NA,36.54,712648,712648,reef-associated,1,40,Actinopterygii,Perciformes,260,285,144,134,134,15,15,26.197013861744118,26.148984605902868,14.12056944228166,26.923018462569626,21.69979166543042,14.484417915344238,17.687936782836914,2.2460622787475586,18.2189998626709,1.0554300546646118,30.131336212158203,30.131336212158203,29.48223876953125,30.281999588012695,29.195899963378906,26.549602508544922,26.508869171142578,17.21442222595215,27.091999053955078,24.818599700927734,2.7664343719774225,2.6140923278593133,10.145278653516986,2.2180084815765726,7.794043939075218,2.6861379226684567,2.791879159927368,13.124091491889953,2.2164882442474365,3.8102815475463867,22.22418975830078,22.22418975830078,2.329796552658081,23.141399669647218,2.4021201133728027,29.812665939331055,29.74829864501953,27.350645065307617,29.483999252319336,28.514999389648438,26.923018462569626,2.2180084815765726,29.483999252319336,reef-associated
Ostorhinchus novemfasciatus,Apogonidae,7,37.58571428571429,34.8,40.9,NA,37.58571428571429,319881,319881,reef-associated,1,4,Actinopterygii,Perciformes,413,407,192,191,191,21,21,27.306680856749068,27.30937726409347,10.12562863252781,28.17819163465747,18.40667662873787,18.804637908935547,18.804637908935547,2.0923655033111572,22.604999542236328,1.106410026550293,29.869123458862305,29.869123458862305,28.988845825195312,30.944000244140625,29.27429962158203,27.932058334350586,27.937034606933594,3.3829833269119263,28.525999069213867,23.864200592041016,2.1907598818750444,2.1976336848586535,9.489334821909527,1.5847108545965662,9.576173607947881,1.5954532424926757,1.65543021068573,1.7972339450597763,1.4581392265319824,7.124634345245361,22.692467117309572,22.70411205291748,2.1707656383514404,25.222000122070312,1.8331100046634674,29.40613250732422,29.40562343597412,28.149627685546875,30.323999404907227,28.88657522201538,28.17819163465747,1.5847108545965662,30.323999404907227,reef-associated
Pachycara brachycephalum,Zoarcidae,1,17.15,17.15,17.15,NA,17.15,234688,234688,bathydemersal,200,1810,Actinopterygii,Perciformes,59,55,42,26,26,1,1,-0.36312853487638325,-0.7809872349788403,-0.3048834538665311,-1.055444435664901,-0.2189970541814411,-2.1738319396972656,-3.023103952407837,-2.214231252670288,-1.6109999418258667,-1.543869972229004,1.0096663236618042,0.7100207805633545,1.3549087047576904,-0.1599999964237213,1.4914900064468384,-0.155737042427063,-0.6103436946868896,-0.3112521767616272,-1.1815000176429749,-0.44269099831581116,1.1512960957942702,1.020066790816947,1.045880126781715,0.4258218892609681,0.8820113260090243,1.4712425306081771,1.096774290472269,1.4777572440505027,0.38621723213195797,1.0765217774569988,-1.9944121122360228,-2.84667067527771,-1.8962873220443726,-1.5506999850273133,-1.384708970785141,0.90582799911499,0.5056112170219419,1.048240327835083,-0.26605000868439693,1.1532155096530912,-0.2189970541814411,0.8820113260090243,1.1532155096530912,demersal
Pagothenia borchgrevinki,Nototheniidae,2,10.594999999999999,6,15.19,NA,10.594999999999999,234801,234801,pelagic-oceanic,0,550,Actinopterygii,Perciformes,372,369,291,286,286,158,158,-1.5163078495325186,-1.4242306154176414,0.38850273600364305,-1.2192369525748972,-1.4590043363412974,-1.8941854238510132,-1.9550187587738037,-1.472093939781189,-1.5950000286102295,-1.7376999855041504,2.2088124752044678,2.2088124752044678,0.8541690707206726,-0.36399999260902405,1.5846600532531738,-1.892539620399475,-1.892539620399475,0.6352306008338928,-1.1979999542236328,-1.4599299430847168,0.7019493160352676,0.7836138446198949,0.5085244632067876,0.1364849292676299,0.4903597523246722,0,0,0,0,0,-1.892539620399475,-1.892539620399475,-0.6181675791740417,-1.4639999866485596,-1.7349900007247925,-0.5319771766662598,-0.4103799015283596,0.6352306008338928,-1.1979999542236328,-1.2744500041007996,-1.2192369525748972,0.1364849292676299,-1.1979999542236328,pelagic
Pagrus major,Sparidae,4,28.325,24,31.6,NA,28.325,273976,273976,demersal,10,200,Actinopterygii,Perciformes,76,68,36,28,28,8,8,21.64919364452362,22.25179054737091,18.579229253530503,21.678300046920775,20.270881175994873,13.766648292541504,13.766648292541504,2.342026710510254,14.866999626159668,9.886260032653809,29.66118049621582,29.66118049621582,29.651193618774414,29.045000076293945,27.78820037841797,22.48585605621338,22.16699504852295,20.83006477355957,22.027999877929688,21.71894931793213,5.373100398191692,4.716719062545712,7.672769029550557,4.194295329442578,5.086199239454156,8.124710947608948,4.859689732933044,7.665842390441894,4.8436544940948485,5.377613384056091,14.478876399993897,15.446621084213257,3.4396500229835514,15.438699722290039,11.839795446395874,28.841257095336914,28.881753921508786,26.98345537185669,27.954750823974607,25.763200759887695,20.270881175994873,5.086199239454156,25.763200759887695,demersal
Paracirrhites hemistictus,Cirrhitidae,1,40.2,40.2,40.2,40.2,40.2,277097,277097,reef-associated,1,20,Actinopterygii,Perciformes,1019,962,26,26,26,0,0,28.13684635488396,28.213698817114544,2.2243827139465218,28.438096458847458,4.907724089161522,25.509292602539062,25.62555694580078,1.9431841373443604,26.312000274658203,0.9005060195922852,29.97291374206543,29.967082977294922,26.404682159423828,30.3439998626709,28.80150032043457,28.559555053710938,28.559555053710938,2.203051805496216,28.49799919128418,3.524899959564209,1.1733437567920506,1.2310661574800006,0.8483617814069164,0.7423500425042592,4.766361725889247,1.0258565608978272,1.0918610595703124,0.03398456854820251,0.6315884822845459,1.7124771882534027,25.87672996520996,25.8001766204834,2.034457266330719,27.19499969482422,1.8035900592803955,29.483806610107422,29.651493072509766,2.2327287197113037,29.64699935913086,12.13372969627367,28.438096458847458,0.7423500425042592,29.64699935913086,reef-associated
Paralichthys californicus,Paralichthyidae,4,30.75,30,31,NA,30.75,275809,275809,demersal,0,183,Actinopterygii,Pleuronectiformes,232,223,208,208,208,74,74,16.879133033752442,17.274222373962402,6.213238541285197,19.348053663368994,17.216707856863138,9.666104316711426,9.666104316711426,2.1255457401275635,11.177000045776367,1.29367995262146,27.068523406982422,27.068523406982422,9.796721458435059,25.479999542236328,25.128700256347656,16.448087692260742,17.030223846435547,7.539752006530762,19.437000274658203,17.158199310302734,4.759882637930179,4.425669697881208,2.4471905188480636,3.2592802789214192,4.3452273205796335,3.28418828086853,2.7959752790451047,1.8065779958724975,4.269889583587646,5.472276577377319,9.685341072082519,9.685341072082519,2.611025977134705,13.880999565124512,10.741299629211426,24.289768218994137,24.166378211975093,8.974850845336913,23.6560001373291,21.94770050048828,17.216707856863138,4.3452273205796335,21.94770050048828,demersal
Paralichthys olivaceus,Paralichthyidae,1,31.26,31.26,31.26,NA,31.26,275816,275816,demersal,10,200,Actinopterygii,Pleuronectiformes,46,33,10,10,10,3,3,18.12340674193009,18.150537449380625,12.936704718548318,19.169433466593425,16.04529333114624,5.77254581451416,5.77254581451416,2.446928024291992,13.449000358581543,2.442039966583252,29.117103576660156,29.117103576660156,27.49927520751953,27.062999725341797,26.290000915527344,16.704574584960938,16.704574584960938,9.321775436401367,15.946500301361084,13.79990005493164,7.34898247806839,7.368988394610635,6.713746404816709,5.274606043123073,7.2751755276728245,8.598185272979736,8.598185272979736,4.65910149307251,3.702793415164947,7.2367778011322015,6.520001697540284,6.520001697540284,6.185186195373535,13.449000358581543,6.9924125432968145,28.452024841308592,28.452024841308592,25.121512222290036,26.94375,26.20967540740967,16.04529333114624,7.2751755276728245,26.20967540740967,demersal
Paralticus amboinensis,Blenniidae,1,40.7,40.7,40.7,40.7,40.7,282069,282069,reef-associated,0,1,Actinopterygii,Perciformes,4,4,2,2,2,0,0,29.78623390197754,29.78623390197754,11.146440029144287,28.865999221801758,16.623194575309753,29.467540740966797,29.467540740966797,4.313387870788574,27.43899917602539,3.7420899868011475,30.10492706298828,30.10492706298828,17.9794921875,30.292999267578125,29.50429916381836,29.78623390197754,29.78623390197754,11.146440029144287,28.865999221801758,16.623194575309753,0.45070019053694405,0.45070019053694405,9.6633950347494,1.647757721125188,14.873818403270334,0.47249448051452636,0.47249448051452636,10.130683129978179,2.1156702678680417,19.09752566292286,29.499410057067873,29.499410057067873,4.996693086624147,27.43899917602539,3.7420899868011475,30.073057746887205,30.073057746887205,17.29618697166443,30.292999267578125,29.50429916381836,28.865999221801758,1.647757721125188,30.292999267578125,reef-associated
Parophrys vetulus,Pleuronectidae,1,26.1,26.1,26.1,NA,26.1,254393,254393,demersal,0,550,Actinopterygii,Pleuronectiformes,4303,5712,736,222,222,79,79,8.597727788187012,10.981657972883006,4.835460755874984,10.081826033948603,7.948874265648598,0.973028838634491,1.0090123414993286,0.8050369620323181,3.125,1.1338499784469604,16.028335571289062,16.028335571289062,14.563828468322754,26.974000930786133,17.03860092163086,8.013068199157715,10.703490257263184,4.64639139175415,10.621000289916992,8.037919998168945,1.7661666980378237,2.044033430622945,2.6851864044245826,1.5843302235743746,1.6645479442141038,0.918670299911499,1.781424402809143,3.9773776156425473,0.6745828868865966,1.020028392791748,6.791985511779785,8.026490211486816,1.934794545173645,6.734000205993652,4.958330154418945,12.30000638961792,14.510056352615358,8.00506591796875,11.491000175476074,10.697400093078613,7.948874265648598,1.6645479442141038,10.697400093078613,demersal
Pentapodus setosus,Nemipteridae,2,36.1,35,37.2,NA,36.1,282210,282210,reef-associated,5,50,Actinopterygii,Perciformes,69,137,89,42,42,6,6,27.789584755897522,27.03678570797569,25.513883992245322,27.635190759906333,24.78837038906476,22.21731185913086,22.992374420166016,2.2771809101104736,23.915000915527344,1.6780400276184082,31.59161376953125,31.59161376953125,31.527761459350586,30.29599952697754,29.84869956970215,27.361787796020508,26.25486183166504,26.0006046295166,27.270999908447266,25.627599716186523,2.629877888580015,1.9932118909858634,5.667969362846448,1.4094138798578237,5.717831860238109,2.5967938871383667,0.36337680816650386,0.3066758869171142,1.6338241367340087,0.9165437679290771,24.948347663879396,25.145854949951172,15.49693832397461,25.573999404907227,9.167750358581543,31.59161376953125,31.59161376953125,31.274761199951172,29.795000076293945,29.39829921722412,27.635190759906333,1.4094138798578237,29.795000076293945,reef-associated
Periophthalmus argentilineatus,Gobiidae,1,40.8,40.8,40.8,40.8,40.8,209268,209268,reef-associated,0,1,Actinopterygii,Perciformes,394,388,252,252,252,76,76,27.549208655076868,27.549208655076868,16.688284064040463,28.088448726213894,23.80448737110083,19.57054901123047,19.57054901123047,2.0788042545318604,21.261999130249023,0.7292029857635498,30.416545867919922,30.416545867919922,29.449527740478516,31.134000778198242,29.67490005493164,28.408761978149414,28.408761978149414,21.825090408325195,28.70699977874756,27.06570053100586,2.2130372494340675,2.2130372494340675,10.312193053332624,1.9945034700716155,8.235896012200424,1.7250232320785521,1.7250232320785521,9.376758967208861,1.5419039434432982,2.330498071289062,23.668676376342773,23.668676376342773,2.2562860250473022,23.898000717163086,1.9825129747390748,29.6856746673584,29.6856746673584,28.683834552764893,30.61880006790161,29.231700897216797,28.088448726213894,1.9945034700716155,30.61880006790161,reef-associated
Periophthalmus kalolo,Gobiidae,1,40.7,40.7,40.7,40.7,40.7,209264,209264,reef-associated,0,2,Actinopterygii,Perciformes,128,129,87,87,87,10,10,28.38943013690767,28.38943013690767,10.771596102487473,28.48922683010582,18.29079427238272,24.389785766601562,24.389785766601562,2.0788042545318604,22.437999725341797,0.9575660228729248,29.812665939331055,29.812665939331055,27.012435913085938,30.41200065612793,29.249399185180664,29.00337028503418,29.00337028503418,6.101264476776123,28.966999053955078,25.462600708007812,1.4871070450097,1.4871070450097,9.130555212980513,1.5358756711381165,11.625921038887736,0.7159399749755859,0.7159399749755859,5.732431395864486,0.9488659229278564,4.860553636550903,24.93870134353638,24.93870134353638,2.1827518343925476,25.922599411010744,1.3284529566764833,29.677316856384277,29.677316856384277,24.385988235473633,30.091999053955078,28.76215934753418,28.48922683010582,1.5358756711381165,30.091999053955078,reef-associated
Pholis ornata,Pholidae,1,31.5,31.5,31.5,NA,31.5,273692,273692,demersal,0,50,Actinopterygii,Perciformes,97,89,51,51,51,22,22,12.920509689732603,13.363772643239875,4.729226099817376,10.404268720256749,9.945325767816003,7.4789509773254395,7.4789509773254395,2.488248825073242,4.322999954223633,1.544450044631958,16.028335571289062,16.028335571289062,15.077628135681152,25.982999801635742,12.560400009155273,14.540626049041748,14.933576583862305,2.4998116493225098,9.940999984741211,10.289299964904785,3.0496139994788614,2.7096227111731985,2.894064922474594,2.4003754942670956,2.02563485458198,2.205678137683868,1.623089674758911,0.01714304323196411,0.6894092262268066,0.392741047668457,7.5255046606063845,7.5255046606063845,2.488248825073242,8.390999698638916,6.9381389141082765,16.028335571289062,16.028335571289062,7.734538555145264,12.311300182342528,11.860509872436523,9.945325767816003,2.02563485458198,11.860509872436523,demersal
Plagiotremus azaleus,Blenniidae,1,38.04,38.04,38.04,38.04,38.04,278234,278234,reef-associated,2,23,Actinopterygii,Perciformes,489,487,377,376,376,42,42,26.60649724440141,26.703244252247853,7.212168680654989,25.921186601445918,16.54500253468417,20.36371612548828,20.36371612548828,2.1547420024871826,21.62299919128418,1.4627399444580078,29.560611724853516,29.929845809936523,27.675954818725586,30.416000366210938,28.49880027770996,27.41199016571045,27.42595863342285,5.040684700012207,25.749000549316406,14.791399955749512,2.1594671393328104,2.109914815793481,4.861379504331225,2.3446058358684767,7.174015488107422,1.3891499479293823,1.0699142314910888,2.6051819529533384,3.3299200298309324,7.068443848228454,22.338258743286133,22.262144088745117,2.243396282196045,22.72800064086914,3.148199939727783,29.01006317138672,29.118907928466797,14.912100315093994,29.098400115966797,28.021319961547846,25.921186601445918,2.3446058358684767,29.098400115966797,reef-associated
Plotosus lineatus,Plotosidae,4,36.325,34,38.5,NA,36.325,217659,217659,reef-associated,1,60,Actinopterygii,Siluriformes,1136,1056,730,692,692,73,73,26.092211828641364,26.227778712471764,14.01865839106696,25.67917278169494,21.791865543576975,18.162525177001953,18.162525177001953,2.2460622787475586,19.63800048828125,0.7292029857635498,32.01893615722656,32.01893615722656,32.01893615722656,31.066999435424805,29.654800415039062,26.573476791381836,26.665011405944824,14.698356628417969,26.586000442504883,23.7283992767334,3.1518617818814127,3.0451467517022124,10.800733434887976,3.1233583790683657,7.383485932915691,3.642458018875122,3.6891271951675413,17.65094185423851,3.5300685413360595,3.8881177082061766,20.94962501525879,21.07328510284424,2.316934585571289,20.840999603271484,2.183509993553162,30.0947322845459,30.0947322845459,29.139102935791016,29.719999313354492,28.710289192199706,25.67917278169494,3.1233583790683657,29.719999313354492,reef-associated
Poecilia reticulata,Poeciliidae,16,40.9175,38.95,42.86,41.11856019377038,41.11856019377038,154400,154400,benthopelagic,NA,NA,Actinopterygii,Cyprinodontiformes,192,187,151,151,151,132,132,24.87310552597046,24.87310552597046,16.873225655820633,26.236363636363638,22.637061127749355,16.024349212646484,16.024349212646484,2.3683111667633057,17.899999618530273,1.106410026550293,30.33068084716797,30.33068084716797,29.582534790039062,29.774999618530273,28.740699768066406,27.036182403564453,27.036182403564453,19.229793548583984,27.041000366210938,25.479000091552734,4.1254501941522905,4.1254501941522905,10.652376550496466,3.0803633135592645,7.739224048603414,2.28988046207428,2.28988046207428,10.90349016151428,2.5382110416412353,3.5775139583587645,17.428640842437744,17.428640842437744,2.3815833926200867,19.57159996032715,4.160549020767212,28.876277446746826,28.876277446746826,27.622443675994873,29.70400047302246,28.625699996948242,22.637061127749355,7.739224048603414,28.625699996948242,benthopelagic
Pomatoschistus minutus,Gobiidae,3,27.883333333333333,25.58,30.02,NA,27.883333333333333,126928,126928,demersal,4,200,Actinopterygii,Perciformes,6481,6233,2142,1256,1256,318,318,13.404625626946101,12.942948914709545,11.670174378622528,11.742918844053731,11.285595893940478,3.090472936630249,0.37635552883148193,0.8972947001457214,6.51800012588501,2.1427900791168213,26.599260330200195,25.69322967529297,20.839139938354492,21.944000244140625,18.285600662231445,14.29577350616455,14.085112571716309,11.658620834350586,11.932999610900879,11.49020004272461,3.9904748957700975,4.530737579216323,4.002693398318078,1.2633248214408805,1.3755072512010333,3.9251920400619507,4.560510436820984,4.3326491415023805,1.0007552827835082,1.2406391189575194,5.7544636726379395,4.785199165344238,5.0613322257995605,9.807999610900879,9.138065910339355,18.35206413269043,18.598167419433594,18.004907608032227,12.982000350952148,12.678199768066406,11.285595893940478,1.3755072512010333,12.678199768066406,demersal
Premnas biaculeatus,Pomacentridae,3,39.5,39.3,39.73,39.49666666666666,39.49666666666666,212768,212768,reef-associated,1,16,Actinopterygii,Perciformes,295,266,191,191,191,6,6,27.21151117960612,27.222357940673827,17.414092537562052,27.549715320880598,22.00431978885944,16.11656379699707,16.11656379699707,2.283149480819702,16.091999053955078,1.5226099491119385,30.0185489654541,30.00047492980957,29.503864288330078,30.944000244140625,29.67770004272461,27.505962371826172,27.606464385986328,23.045957565307617,26.88599967956543,26.344600677490234,2.178314223828952,2.1838636865398335,10.678914826714296,1.4840386700893267,9.080926870037336,2.1357054794311523,1.9994349346160887,8.399464818191527,0.2550056842803955,0.41038391075134273,24.00997047424316,24.00997047424316,2.296928644180298,26.532600593566894,1.9171899557113647,29.812665939331055,29.812665939331055,29.030740547180176,30.074900436401368,29.225214290618897,27.549715320880598,1.4840386700893267,30.074900436401368,reef-associated
Pseudocaranx dentex,Carangidae,10,33.87,30.8,36.3,34.61311475409836,34.61311475409836,126812,126812,reef-associated,10,238,Actinopterygii,Perciformes,3724,4224,2093,1448,1448,199,199,16.639486535062034,16.953442971026178,12.552043269707765,17.677915520519942,16.272553570714795,6.191155910491943,9.054078102111816,1.9532567262649536,7.8520002365112305,0.7905070185661316,29.62039566040039,30.11095428466797,29.47188377380371,29.19499969482422,27.146499633789062,15.714849472045898,16.26510238647461,13.363003730773926,17.375999450683594,16.913700103759766,3.305100036681009,3.1007939886464198,4.981700661747896,2.134893239406923,3.2962684958644806,2.4350629291534425,2.813862749862671,4.9244768486022945,1.28244866065979,1.7245608810424804,12.882235527038574,13.032447814941406,2.3669517040252686,15.154399871826172,13.03583984375,23.329235076904297,22.964716911315918,19.72609806060791,22.489200592041,21.21649932861328,17.677915520519942,2.134893239406923,22.489200592041,reef-associated
